,nr cam,mp,parter,et1-2,et3+,etaj max,typ_decom,bloc nou,Price/Surface,Price,WebPage
8822,3,103,0,1,0,1,1,0,2893.2,298000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/floreasca/apartament-de-vanzare-3-camere-X79910040?lista=2349706&listing=1
8823,3,103,0,1,0,2,1,1,970.87,100000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/colentina/apartament-de-vanzare-3-camere-X4P4000HR?lista=2349706&listing=1
8824,3,70,0,0,1,5,1,0,1142.86,80000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aparatorii-patriei/apartament-de-vanzare-3-camere-X3FA1003H?lista=2349706&listing=1
8825,2,45.07,0,0,1,10,0,0,1619.7,73000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/iancului/apartament-de-vanzare-2-camere-X6581001S?lista=2349706&listing=1
8826,2,71.21,0,0,1,3,1,1,952.11,67800,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-decembrie-1918/apartament-de-vanzare-2-camere-X9PU1012C?lista=2349706&listing=1
8827,2,55,0,0,1,3,1,1,936.36,51500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-X76B0003M?lista=2349706&listing=1
8828,4,153,0,1,0,2,0,0,2189.54,335000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/cotroceni/apartament-de-vanzare-4-camere-X95Q10004?lista=2349706&listing=1
8829,4,124,0,1,0,1,1,1,1403.23,174000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/baneasa/apartament-de-vanzare-4-camere-XC1P0000B?lista=2349706&listing=1
8830,2,57,1,0,0,0,1,1,1298.25,74000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/brancoveanu/apartament-de-vanzare-2-camere-XA3B00036?lista=2349706&listing=1
8831,3,95.37,0,0,1,4,1,1,2592.14,247212,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-3-camere-X9R900090?lista=2349706&listing=1
8832,4,77.71,0,0,1,5,0,0,1671.6,129900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aparatorii-patriei/apartament-de-vanzare-4-camere-XANO101JT?lista=2349706&listing=1
8833,2,81,0,1,0,1,1,1,1249.38,101200,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/brancoveanu/apartament-de-vanzare-2-camere-XA3B00077?lista=2349706&listing=1
8834,2,71,0,0,1,7,1,0,1801.41,127900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/unirii/apartament-de-vanzare-2-camere-X7NU100D0?lista=2349706&listing=1
8835,3,69.6,0,0,1,4,1,0,1415.23,98500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/lujerului/apartament-de-vanzare-3-camere-XANO1002I?lista=2349706&listing=1
8836,2,68,0,1,0,2,1,1,1388.82,94440,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/parcul-carol/apartament-de-vanzare-2-camere-X7QH0006V?lista=2349706&listing=1
8837,1,31,0,1,0,1,1,1,919.35,28500,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/militari/garsoniera-de-vanzare-XALQ100AR?lista=2349706&listing=1
8838,3,73,0,1,0,1,1,1,1273.97,93000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/brancoveanu/apartament-de-vanzare-3-camere-X4PN0003S?lista=2349706&listing=1
8839,3,71,0,1,0,2,1,1,1901.41,135000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/baneasa/apartament-de-vanzare-3-camere-XV0K007SR?lista=2349706&listing=1
8840,3,77,0,1,0,2,1,0,1375.32,105900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/lujerului/apartament-de-vanzare-3-camere-X7MH0006T?lista=2349706&listing=1
8841,3,79,0,0,1,9,0,0,1088.61,86000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/iancului/apartament-de-vanzare-3-camere-XB3S1003T?lista=2349706&listing=1
8842,3,101,0,0,1,3,1,1,841.58,85000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/prelungirea-ghencea/apartament-de-vanzare-3-camere-X3HJ00041?lista=2349706&listing=1
8843,3,81,0,0,1,4,1,0,1975.31,160000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/baneasa/apartament-de-vanzare-3-camere-X658100FC?lista=2349706&listing=1
8844,3,70,0,0,1,7,1,0,1285.71,90000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/sebastian/apartament-de-vanzare-3-camere-XA1V1007Q?lista=2349706&listing=1
8845,2,50,0,0,1,5,0,0,1960,98000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dorobanti/apartament-de-vanzare-2-camere-X3PR1000K?lista=2349706&listing=1
8846,3,92,0,0,1,4,0,0,3750,345000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dorobanti/apartament-de-vanzare-sau-de-inchiriat-3-camere-X5QB100D1?lista=2349706&listing=1
8847,2,50,0,1,0,1,1,0,1500,75000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/sebastian/apartament-de-vanzare-2-camere-XC7H1000O?lista=2349706&listing=1
8848,2,51,0,0,1,6,0,0,1431.37,73000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-mai/apartament-de-vanzare-2-camere-X50V000M4?lista=2349706&listing=1
8849,3,64,0,1,0,1,0,0,1460.94,93500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/crangasi/apartament-de-vanzare-3-camere-X17L101AS?lista=2349706&listing=1
8850,2,54.85,0,1,0,2,1,1,1016.41,55750,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/pacii/apartament-de-vanzare-2-camere-X3B21005A?lista=2349706&listing=1
8851,3,79,0,0,1,5,0,1,1898.73,150000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/timpuri-noi/apartament-de-vanzare-3-camere-X17L100IT?lista=2349706&listing=1
8852,4,80,0,1,0,1,0,0,1487.5,119000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/mosilor/apartament-de-vanzare-4-camere-X4US000JC?lista=2349706&listing=1
8853,3,84,0,0,1,3,0,0,1117.86,93900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/drumul-sarii/apartament-de-vanzare-3-camere-X2PR000GA?lista=2349706&listing=1
8854,3,69,1,0,0,0,1,1,1108.7,76500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-3-camere-X53U0007S?lista=2349706&listing=1
8855,1,38.1,1,0,0,0,1,1,1141.73,43500,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/giulesti/garsoniera-de-vanzare-XB4Q00006?lista=2349706&listing=1
8856,4,97,0,1,0,2,0,0,1164.95,113000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/unirii/apartament-de-vanzare-4-camere-XBO31009A?lista=2349706&listing=1
8857,3,108,0,0,1,7,1,1,4250,459000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-3-camere-XV0J006KJ?lista=2349706&listing=1
8858,2,65,0,0,1,6,1,1,2384.62,155000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/magheru/apartament-de-vanzare-2-camere-X7QH000G9?lista=2349706&listing=1
8859,3,95.24,0,0,1,4,1,0,4094.93,390001,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/primaverii/apartament-de-vanzare-3-camere-X7991006G?lista=2349706&listing=1
8860,2,61,0,1,0,2,1,0,1229.51,75000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/pantelimon/apartament-de-vanzare-2-camere-XC9L00006?lista=2349706&listing=1
8861,2,55,0,1,0,1,1,0,1634.55,89900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/mosilor/apartament-de-vanzare-2-camere-X6581001A?lista=2349706&listing=1
8862,3,75,0,1,0,2,0,1,1573.33,118000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/bucurestii-noi/apartament-de-vanzare-3-camere-X17L1010B?lista=2349706&listing=1
8863,2,57,0,1,0,2,0,0,1114.04,63500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/iancului/apartament-de-vanzare-2-camere-XA0U00099?lista=2349706&listing=1
8864,2,46,0,1,0,1,0,1,2717.39,125000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/p-ta-unirii/apartament-de-vanzare-2-camere-XBSP1003A?lista=2349706&listing=1
8865,2,55,0,0,1,3,1,1,963.09,52970,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-decembrie-1918/apartament-de-vanzare-2-camere-XBCI1001T?lista=2349706&listing=1
8866,3,71,0,0,1,3,0,0,2464.79,175000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aviatiei/apartament-de-vanzare-3-camere-XV0J00OEF?lista=2349706&listing=1
8867,2,53,0,0,1,4,0,1,1201.81,63696,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/vitan-barzesti/apartament-de-vanzare-2-camere-X92O1001R?lista=2349706&listing=1
8868,1,42,0,0,1,5,1,0,1333.33,56000,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/lujerului/garsoniera-de-vanzare-X9VE0002Q?lista=2349706&listing=1
8869,3,90,0,0,1,3,1,0,1655.56,149000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/unirii/apartament-de-vanzare-3-camere-X3HJ0002K?lista=2349706&listing=1
8870,2,55,0,0,1,3,1,0,1200,66000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aparatorii-patriei/apartament-de-vanzare-2-camere-X3FA1001I?lista=2349706&listing=1
8871,4,125,0,0,1,5,1,0,2880,360000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/victoriei/apartament-de-vanzare-4-camere-XC9M00003?lista=2349706&listing=1
8872,4,132,0,0,1,8,1,0,1856.04,244997,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/unirii/apartament-de-vanzare-4-camere-XAUA10011?lista=2349706&listing=1
8873,3,62,0,0,1,3,0,1,3467.74,215000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aviatiei/apartament-de-vanzare-3-camere-X9LI1002T?lista=2349706&listing=1
8874,3,76,0,0,1,7,0,0,1026.32,78000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/giulesti/apartament-de-vanzare-3-camere-XANO1016G?lista=2349706&listing=1
8875,2,51,0,0,1,3,0,0,1235.29,63000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/margeanului/apartament-de-vanzare-2-camere-X3HJ00027?lista=2349706&listing=1
8876,1,40,1,0,0,0,1,1,919.75,36790,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/prelungirea-ghencea/garsoniera-de-vanzare-X9B510009?lista=2349706&listing=1
8877,2,45.6,0,1,0,1,1,1,1478.07,67400,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/basarabia/apartament-de-vanzare-2-camere-X61F0004K?lista=2349706&listing=1
8878,3,69.75,0,0,1,10,1,1,1197.13,83500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/militari/apartament-de-vanzare-3-camere-XBT300008?lista=2349706&listing=1
8879,2,46,0,1,0,2,0,1,1000,46000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/oltenitei/apartament-de-vanzare-2-camere-X53U0001R?lista=2349706&listing=1
8880,2,54,0,0,1,10,0,0,1092.59,59000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/p-ta-muncii/apartament-de-vanzare-2-camere-X7CI00065?lista=2349706&listing=1
8881,3,86,0,0,1,5,1,1,2030.23,174600,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/iancului/apartament-de-vanzare-3-camere-X4VB0002N?lista=2349706&listing=1
8882,2,51,0,1,0,1,1,1,1666.67,85000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/tineretului/apartament-de-vanzare-2-camere-X91T0009A?lista=2349706&listing=1
8883,2,47,0,1,0,1,1,1,942.55,44300,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/militari/apartament-de-vanzare-2-camere-X7I5003QF?lista=2349706&listing=1
8884,3,82,0,0,1,4,0,1,1853.66,152000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/barbu-vacarescu/apartament-de-vanzare-3-camere-XA5P0000E?lista=2349706&listing=1
8885,3,75.65,0,0,1,3,1,1,1608.53,121685,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/baneasa/apartament-de-vanzare-3-camere-XBFD00004?lista=2349706&listing=1
8886,2,54,0,1,0,1,1,0,1629.63,88000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/cantemir/apartament-de-vanzare-2-camere-XANO101EF?lista=2349706&listing=1
8887,3,79.08,0,0,1,4,0,1,1568.03,124000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/pipera/apartament-de-vanzare-3-camere-X53H0007J?lista=2349706&listing=1
8888,3,70.46,0,0,1,4,1,1,1063.01,74900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-decembrie-1918/apartament-de-vanzare-3-camere-X9PU100ET?lista=2349706&listing=1
8889,3,81,0,0,1,3,0,1,2629.63,213000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dacia/apartament-de-vanzare-3-camere-X4CO1000E?lista=2349706&listing=1
8890,2,67,0,1,0,1,1,1,1029.85,69000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/militari/apartament-de-vanzare-2-camere-X8LM000A3?lista=2349706&listing=1
8891,2,64,0,1,0,2,1,1,875,56000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-X53U0001B?lista=2349706&listing=1
8892,4,82.35,0,0,1,8,0,0,1091.68,89900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/colentina/apartament-de-vanzare-4-camere-X9I61007N?lista=2349706&listing=1
8893,2,63,0,1,0,2,1,1,1079.37,68000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/colentina/apartament-de-vanzare-2-camere-X7QH000FG?lista=2349706&listing=1
8894,3,100,0,1,0,1,1,0,2250,225000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/unirii/apartament-de-vanzare-3-camere-X3HJ0001R?lista=2349706&listing=1
8895,2,50,0,0,1,3,1,1,1700,85000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/eroii-revolutiei/apartament-de-vanzare-2-camere-XV0J0042H?lista=2349706&listing=1
8896,2,71,0,1,0,2,0,1,1929.58,137000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-2-camere-XV0K005NJ?lista=2349706&listing=1
8897,2,50,0,0,1,3,1,1,913,45650,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/militari/apartament-de-vanzare-2-camere-XALQ100C0?lista=2349706&listing=1
8898,2,54,0,0,1,9,0,0,1259.26,68000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dristor/apartament-de-vanzare-2-camere-X9DA000E7?lista=2349706&listing=1
8899,4,105,0,1,0,1,0,0,1000,105000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/militari/apartament-de-vanzare-4-camere-X8IL000KJ?lista=2349706&listing=1
8900,2,90,0,0,1,3,1,1,1022.22,92000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/drumul-taberei/apartament-de-vanzare-2-camere-XBF80000B?lista=2349706&listing=1
8901,4,133,1,0,0,0,1,0,1954.89,260000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/vitan-mall/apartament-de-vanzare-4-camere-XC3P0004A?lista=2349706&listing=1
8902,3,66,0,0,1,4,1,0,1431.82,94500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/tineretului/apartament-de-vanzare-3-camere-XBUK000CU?lista=2349706&listing=1
8903,2,51,0,0,1,3,1,0,1901.96,97000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aviatiei/apartament-de-vanzare-2-camere-XANO100KQ?lista=2349706&listing=1
8904,3,120,1,0,0,0,1,0,2041.67,245000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/gradina-icoanei/apartament-de-vanzare-sau-de-inchiriat-3-camere-X658100FS?lista=2349706&listing=1
8905,2,42,0,0,1,3,0,0,1166.67,49000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/militari/apartament-de-vanzare-2-camere-X8RB1000B?lista=2349706&listing=1
8906,3,73,0,0,1,5,1,0,1712.33,125000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/vitan-mall/apartament-de-vanzare-3-camere-X54H100D0?lista=2349706&listing=1
8907,2,74.5,0,1,0,2,1,0,1543.62,115000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dorobanti/apartament-de-vanzare-2-camere-X44Q100H5?lista=2349706&listing=1
8908,3,127,1,0,0,0,0,0,1889.76,240000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/baneasa/apartament-de-vanzare-3-camere-X9I6100LS?lista=2349706&listing=1
8909,3,120,0,0,1,4,1,1,2375,285000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/sisesti/apartament-de-vanzare-3-camere-XB2E00008?lista=2349706&listing=1
8910,2,70,0,0,1,5,1,0,2128.57,149000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/unirii/apartament-de-vanzare-2-camere-X70Q0000C?lista=2349706&listing=1
8911,2,62,1,0,0,0,1,1,845.16,52400,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-XBR5100AP?lista=2349706&listing=1
8912,1,30,0,0,1,7,0,0,1300,39000,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/berceni/garsoniera-de-vanzare-X5SO0001C?lista=2349706&listing=1
8913,2,51,0,0,1,8,0,0,2254.9,115000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/tineretului/apartament-de-vanzare-2-camere-XBAH1002D?lista=2349706&listing=1
8914,3,72.49,0,1,0,2,1,0,1791.97,129900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/calea-calarasilor/apartament-de-vanzare-3-camere-X58L000B2?lista=2349706&listing=1
8915,3,68,0,1,0,1,0,0,1154.41,78500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-mai/apartament-de-vanzare-3-camere-XV0K008CJ?lista=2349706&listing=1
8916,1,40,0,1,0,1,1,1,950,38000,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/fundeni/garsoniera-de-vanzare-XV0200SLF?lista=2349706&listing=1
8917,4,151,0,0,1,6,1,1,3211.92,485000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-4-camere-X9351000J?lista=2349706&listing=1
8918,2,50,0,0,1,4,0,1,1500,75000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/pipera/apartament-de-vanzare-2-camere-XAUC1000I?lista=2349706&listing=1
8919,2,50,0,1,0,2,1,1,890,44500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/militari/apartament-de-vanzare-2-camere-XALQ100A6?lista=2349706&listing=1
8920,4,129,0,0,1,5,0,1,3488.37,450000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-4-camere-X3RN001AT?lista=2349706&listing=1
8921,2,65,1,0,0,0,0,0,1518.46,98700,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/tineretului/apartament-de-vanzare-2-camere-X6PO0007F?lista=2349706&listing=1
8922,2,38,0,1,0,2,0,1,907.89,34500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/militari/apartament-de-vanzare-2-camere-XALQ1005N?lista=2349706&listing=1
8923,2,62,1,0,0,0,1,0,1612.9,100000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/vitan-mall/apartament-de-vanzare-2-camere-XB1T0006G?lista=2349706&listing=1
8924,3,65,0,0,1,5,1,0,1600,104000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/tineretului/apartament-de-vanzare-3-camere-X3HJ0002A?lista=2349706&listing=1
8925,4,123,0,0,1,13,1,1,5689.43,699800,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/floreasca/apartament-de-vanzare-4-camere-X5QB101AK?lista=2349706&listing=1
8926,1,55,0,0,1,9,1,0,1545.45,85000,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/decebal/garsoniera-de-vanzare-X7G91002I?lista=2349706&listing=1
8927,2,59,0,1,0,1,0,1,1779.66,105000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/stefan-cel-mare/apartament-de-vanzare-2-camere-XA5P00002?lista=2349706&listing=1
8928,5,94,0,0,1,4,1,0,2648.94,249000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/romana/apartament-de-vanzare-5-camere-X7991004B?lista=2349706&listing=1
8929,3,81,0,0,1,4,1,0,1641.98,133000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/octavian-goga/apartament-de-vanzare-3-camere-X82L00065?lista=2349706&listing=1
8930,2,45.8,1,0,0,0,1,1,1200.87,55000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/nicolae-grigorescu/apartament-de-vanzare-2-camere-XB0B00005?lista=2349706&listing=1
8931,4,155,0,1,0,2,1,0,3193.55,495000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-4-camere-X92V100BD?lista=2349706&listing=1
8932,2,60,0,1,0,1,1,1,983.33,59000,http://www.imobiliare.ro/vanzare-apartamente/bucuresti/metalurgiei/apartament-de-vanzare-2-camere-X53U0001M?lista=2349706&listing=1
8933,2,55,0,0,1,3,1,1,1145.45,63000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/gorjului/apartament-de-vanzare-2-camere-XV0J00N1T?lista=2349706&listing=1
8934,2,55,0,1,0,2,1,1,645.45,35500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/militari/apartament-de-vanzare-2-camere-XALQ100G7?lista=2349706&listing=1
8935,2,54,0,0,1,3,0,1,2870.37,155000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-2-camere-X5NU0002E?lista=2349706&listing=1
8936,3,63,0,0,1,3,1,0,2063.49,130000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dorobanti/apartament-de-vanzare-3-camere-XA1V1006B?lista=2349706&listing=1
8937,2,62,0,0,1,3,1,1,1854.84,115000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/brancoveanu/apartament-de-vanzare-2-camere-XANO1012O?lista=2349706&listing=1
8938,2,54,0,0,1,4,1,1,975.93,52700,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/gorjului/apartament-de-vanzare-2-camere-XV0K0051R?lista=2349706&listing=1
8939,2,61,0,1,0,2,1,1,1721.31,105000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/basarabia/apartament-de-vanzare-2-camere-X8TO10049?lista=2349706&listing=1
8940,3,63,1,0,0,0,1,0,1412.7,89000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/tei/apartament-de-vanzare-3-camere-XBO400006?lista=2349706&listing=1
8941,1,21,0,0,1,3,1,0,2619.05,55000,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/calea-victoriei/garsoniera-de-vanzare-XV0K005V5?lista=2349706&listing=1
8942,3,67,0,0,1,3,0,0,1388.06,93000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/titan/apartament-de-vanzare-3-camere-X8TO10035?lista=2349706&listing=1
8943,2,57,0,1,0,1,0,0,2052.63,117000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aviatiei/apartament-de-vanzare-2-camere-X3PR1000V?lista=2349706&listing=1
8944,2,61.03,1,0,0,0,1,1,1000,61030,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-decembrie-1918/apartament-de-vanzare-2-camere-X9PU100HN?lista=2349706&listing=1
8945,3,72,0,0,1,9,0,0,1081.94,77900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/drumul-taberei/apartament-de-vanzare-3-camere-X8MP0000F?lista=2349706&listing=1
8946,2,50.32,0,1,0,2,1,1,1043.32,52500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/prelungirea-ghencea/apartament-de-vanzare-2-camere-X2F71002L?lista=2349706&listing=1
8947,2,50,0,1,0,2,1,1,1295.24,64762,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/theodor-pallady/apartament-de-vanzare-2-camere-X7QH000B2?lista=2349706&listing=1
8948,2,63,0,0,1,3,1,1,950.79,59900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/metalurgiei/apartament-de-vanzare-2-camere-X53U0006M?lista=2349706&listing=1
8949,2,62,0,1,0,1,1,1,1354.84,84000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/straulesti/apartament-de-vanzare-2-camere-XANO1017M?lista=2349706&listing=1
8950,1,36,1,0,0,0,1,0,1387.5,49950,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/floreasca/garsoniera-de-vanzare-XV0K00675?lista=2349706&listing=1
8951,1,36,0,0,1,5,1,1,1638.89,59000,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/lujerului/garsoniera-de-vanzare-X17L100ID?lista=2349706&listing=1
8952,2,47,0,1,0,1,0,0,1265.96,59500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/armeneasca/apartament-de-vanzare-2-camere-X6J3000PQ?lista=2349706&listing=1
8953,2,52,0,0,1,5,1,1,1096.15,57000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-X9F900034?lista=2349706&listing=1
8954,4,161,0,0,1,7,1,1,3424.39,551327,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dacia/apartament-de-vanzare-4-camere-X3RN0016P?lista=2349706&listing=1
8955,3,84.16,0,1,0,1,0,1,1924.9,162000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/pipera/apartament-de-vanzare-3-camere-XAVC1001G?lista=2349706&listing=1
8956,2,58,1,0,0,0,1,0,1377.59,79900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/tei/apartament-de-vanzare-2-camere-X33L10018?lista=2349706&listing=1
8957,3,95,0,0,1,7,0,0,1989.47,189000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/cismigiu/apartament-de-vanzare-3-camere-X9QV0001U?lista=2349706&listing=1
8958,3,90,0,0,1,5,0,1,1483.33,133500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/baneasa/apartament-de-vanzare-3-camere-X5H0000BC?lista=2349706&listing=1
8959,2,67,0,0,1,4,1,1,2477.61,166000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aviatiei/apartament-de-vanzare-2-camere-X5QB101B2?lista=2349706&listing=1
8960,3,63,0,0,1,6,0,0,1142.86,72000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/nicolae-grigorescu/apartament-de-vanzare-3-camere-XANO101K8?lista=2349706&listing=1
8961,3,70,0,0,1,10,0,0,1000,70000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/gorjului/apartament-de-vanzare-3-camere-XV0J002PH?lista=2349706&listing=1
8962,2,62.14,0,0,1,4,1,1,950,59033,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-decembrie-1918/apartament-de-vanzare-2-camere-X9PU100KI?lista=2349706&listing=1
8963,2,58.2,0,1,0,1,1,1,1161.86,67620,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/militari/apartament-de-vanzare-2-camere-X3B21004P?lista=2349706&listing=1
8964,2,50,0,1,0,2,1,1,890,44500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/militari/apartament-de-vanzare-2-camere-XALQ1008H?lista=2349706&listing=1
